accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis
"[0.4906485967549205, 0.359114840336338, 0.160325145894972, 0.2738232008845381]","[0.4128543190552161, 0.0, 0.6652696788176153, 0.2248589346096344]","[0.4779837603009765, 0.4077055045467262, 0.1129123337060354, 0.2931416325991]","[0.6465517284434185, 0.1724138012612139, 0.982758609359425, 0.2758620793893289]","[0.8938053084211329, 0.9336283160767084, 0.9601769923444246, 0.7787610687675254]","[0.968992247231738, 0.8914728745443421, 0.8449612391133325, 0.8604651136508118]"
"[0.359114840336338, 0.160325145894972, 0.2738232008845381, 0.1516661391036206]","[0.0, 0.6652696788176153, 0.2248589346096344, 0.1795005568766744]","[0.4077055045467262, 0.1129123337060354, 0.2931416325991, 0.0916078490853768]","[0.1724138012612139, 0.982758609359425, 0.2758620793893289, 0.758620688748754]","[0.9336283160767084, 0.9601769923444246, 0.7787610687675254, 0.8274336312438402]","[0.8914728745443421, 0.8449612391133325, 0.8604651136508118, 0.837209307753879]"
"[0.160325145894972, 0.2738232008845381, 0.1516661391036206, 0.2948593282975188]","[0.6652696788176153, 0.2248589346096344, 0.1795005568766744, 0.0943315573482636]","[0.1129123337060354, 0.2931416325991, 0.0916078490853768, 0.933697631684938]","[0.982758609359425, 0.2758620793893289, 0.758620688748754, 0.0]","[0.9601769923444246, 0.7787610687675254, 0.8274336312438402, 0.8716814205260346]","[0.8449612391133325, 0.8604651136508118, 0.837209307753879, 0.7596899350664831]"
"[0.2738232008845381, 0.1516661391036206, 0.2948593282975188, 0.143047232582794]","[0.2248589346096344, 0.1795005568766744, 0.0943315573482636, 0.2880108365190693]","[0.2931416325991, 0.0916078490853768, 0.933697631684938, 0.4195768003714039]","[0.2758620793893289, 0.758620688748754, 0.0, 0.58620688748754]","[0.7787610687675254, 0.8274336312438402, 0.8716814205260346, 0.902654871674371]","[0.8604651136508118, 0.837209307753879, 0.7596899350664831, 0.6976744132794225]"
"[0.1516661391036206, 0.2948593282975188, 0.143047232582794, 0.2916538226141118]","[0.1795005568766744, 0.0943315573482636, 0.2880108365190693, 0.9308561050740998]","[0.0916078490853768, 0.933697631684938, 0.4195768003714039, 0.6508500579550032]","[0.758620688748754, 0.0, 0.58620688748754, 1.0]","[0.8274336312438402, 0.8716814205260346, 0.902654871674371, 1.0]","[0.837209307753879, 0.7596899350664831, 0.6976744132794225, 0.5813953601576147]"
"[0.2948593282975188, 0.143047232582794, 0.2916538226141118, 0.2337841177745875]","[0.0943315573482636, 0.2880108365190693, 0.9308561050740998, 0.3080176193773015]","[0.933697631684938, 0.4195768003714039, 0.6508500579550032, 0.0]","[0.0, 0.58620688748754, 1.0, 0.637931033123131]","[0.8716814205260346, 0.902654871674371, 1.0, 0.9778761053589028]","[0.7596899350664831, 0.6976744132794225, 0.5813953601576147, 0.4728682029395446]"
"[0.143047232582794, 0.2916538226141118, 0.2337841177745875, 0.4788926426594648]","[0.2880108365190693, 0.9308561050740998, 0.3080176193773015, 0.1030015552411627]","[0.4195768003714039, 0.6508500579550032, 0.0, 0.1831593319280729]","[0.58620688748754, 1.0, 0.637931033123131, 0.4396551721871885]","[0.902654871674371, 1.0, 0.9778761053589028, 0.9424778793299464]","[0.6976744132794225, 0.5813953601576147, 0.4728682029395446, 0.4341085343237046]"
"[0.2916538226141118, 0.2337841177745875, 0.4788926426594648, 0.275904561542231]","[0.9308561050740998, 0.3080176193773015, 0.1030015552411627, 0.5812804752014288]","[0.6508500579550032, 0.0, 0.1831593319280729, 0.052031909584046]","[1.0, 0.637931033123131, 0.4396551721871885, 0.9396551853302554]","[1.0, 0.9778761053589028, 0.9424778793299464, 0.8407079693776983]","[0.5813953601576147, 0.4728682029395446, 0.4341085343237046, 0.2325581535179034]"
"[0.2337841177745875, 0.4788926426594648, 0.275904561542231, 0.0637052032799168]","[0.3080176193773015, 0.1030015552411627, 0.5812804752014288, 0.5753218747177989]","[0.0, 0.1831593319280729, 0.052031909584046, 0.2863305105676926]","[0.637931033123131, 0.4396551721871885, 0.9396551853302554, 0.6637930927978596]","[0.9778761053589028, 0.9424778793299464, 0.8407079693776983, 0.8362831944970782]","[0.4728682029395446, 0.4341085343237046, 0.2325581535179034, 0.0]"
"[0.4788926426594648, 0.275904561542231, 0.0637052032799168, 0.3785013517869423]","[0.1030015552411627, 0.5812804752014288, 0.5753218747177989, 0.3896878881831773]","[0.1831593319280729, 0.052031909584046, 0.2863305105676926, 0.4752622835398567]","[0.4396551721871885, 0.9396551853302554, 0.6637930927978596, 0.8965517087288181]","[0.9424778793299464, 0.8407079693776983, 0.8362831944970782, 0.9336283160767084]","[0.4341085343237046, 0.2325581535179034, 0.0, 0.0542636022461789]"
"[0.275904561542231, 0.0637052032799168, 0.3785013517869423, 0.2200319482545861]","[0.5812804752014288, 0.5753218747177989, 0.3896878881831773, 0.4586956041861071]","[0.052031909584046, 0.2863305105676926, 0.4752622835398567, 0.4698060070283892]","[0.9396551853302554, 0.6637930927978596, 0.8965517087288181, 0.7931034437437701]","[0.8407079693776983, 0.8362831944970782, 0.9336283160767084, 0.6681416006215386]","[0.2325581535179034, 0.0, 0.0542636022461789, 0.0387597158901278]"
"[0.0637052032799168, 0.3785013517869423, 0.2200319482545861, 0.2580787430063135]","[0.5753218747177989, 0.3896878881831773, 0.4586956041861071, 0.1992166400770597]","[0.2863305105676926, 0.4752622835398567, 0.4698060070283892, 0.7988305489993923]","[0.6637930927978596, 0.8965517087288181, 0.7931034437437701, 0.9396551853302554]","[0.8362831944970782, 0.9336283160767084, 0.6681416006215386, 0.0]","[0.0, 0.0542636022461789, 0.0387597158901278, 0.1317829394778589]"
"[0.3785013517869423, 0.2200319482545861, 0.2580787430063135, 1.0]","[0.3896878881831773, 0.4586956041861071, 0.1992166400770597, 0.2158981768560047]","[0.4752622835398567, 0.4698060070283892, 0.7988305489993923, 0.7817648246438407]","[0.8965517087288181, 0.7931034437437701, 0.9396551853302554, 0.7499999934284666]","[0.9336283160767084, 0.6681416006215386, 0.0, 0.0663717243992849]","[0.0542636022461789, 0.0387597158901278, 0.1317829394778589, 0.1162790531218078]"
"[0.2200319482545861, 0.2580787430063135, 1.0, 0.567881221572091]","[0.4586956041861071, 0.1992166400770597, 0.2158981768560047, 0.4443281458515196]","[0.4698060070283892, 0.7988305489993923, 0.7817648246438407, 0.3388087402908716]","[0.7931034437437701, 0.9396551853302554, 0.7499999934284666, 0.267241377497508]","[0.6681416006215386, 0.0, 0.0663717243992849, 0.7079646082771139]","[0.0387597158901278, 0.1317829394778589, 0.1162790531218078, 0.1937984849020635]"
"[0.2580787430063135, 1.0, 0.567881221572091, 0.4064048133474293]","[0.1992166400770597, 0.2158981768560047, 0.4443281458515196, 0.2942189980233387]","[0.7988305489993923, 0.7817648246438407, 0.3388087402908716, 0.3870482097489436]","[0.9396551853302554, 0.7499999934284666, 0.267241377497508, 0.6465517284434185]","[0.0, 0.0663717243992849, 0.7079646082771139, 0.5840708104297676]","[0.1317829394778589, 0.1162790531218078, 0.1937984849020635, 0.3023255948458457]"
"[1.0, 0.567881221572091, 0.4064048133474293, 0.3447619052640258]","[0.2158981768560047, 0.4443281458515196, 0.2942189980233387, 0.2843233697560779]","[0.7817648246438407, 0.3388087402908716, 0.3870482097489436, 1.0]","[0.7499999934284666, 0.267241377497508, 0.6465517284434185, 0.4310344834384345]","[0.0663717243992849, 0.7079646082771139, 0.5840708104297676, 0.610619473205486]","[0.1162790531218078, 0.1937984849020635, 0.3023255948458457, 0.4263565911456791]"
"[0.567881221572091, 0.4064048133474293, 0.3447619052640258, 0.3994153641069674]","[0.4443281458515196, 0.2942189980233387, 0.2843233697560779, 0.3371325366485054]","[0.3388087402908716, 0.3870482097489436, 1.0, 0.5303333719358406]","[0.267241377497508, 0.6465517284434185, 0.4310344834384345, 0.637931033123131]","[0.7079646082771139, 0.5840708104297676, 0.610619473205486, 0.7256637246645916]","[0.1937984849020635, 0.3023255948458457, 0.4263565911456791, 0.5426356442674869]"
"[0.4064048133474293, 0.3447619052640258, 0.3994153641069674, 0.239630618203355]","[0.2942189980233387, 0.2843233697560779, 0.3371325366485054, 0.2913360023278448]","[0.3870482097489436, 1.0, 0.5303333719358406, 0.1111332022214547]","[0.6465517284434185, 0.4310344834384345, 0.637931033123131, 0.758620688748754]","[0.5840708104297676, 0.610619473205486, 0.7256637246645916, 0.7433628393655696]","[0.3023255948458457, 0.4263565911456791, 0.5426356442674869, 0.5658914738015636]"
"[0.3447619052640258, 0.3994153641069674, 0.239630618203355, 0.0]","[0.2843233697560779, 0.3371325366485054, 0.2913360023278448, 0.2783638260939365]","[1.0, 0.5303333719358406, 0.1111332022214547, 0.5074700975755234]","[0.4310344834384345, 0.637931033123131, 0.758620688748754, 0.6982758477928755]","[0.610619473205486, 0.7256637246645916, 0.7433628393655696, 0.7610619540665475]","[0.4263565911456791, 0.5426356442674869, 0.5658914738015636, 0.782945740963416]"
"[0.3994153641069674, 0.239630618203355, 0.0, 0.2037222702202555]","[0.3371325366485054, 0.2913360023278448, 0.2783638260939365, 0.5394197100303928]","[0.5303333719358406, 0.1111332022214547, 0.5074700975755234, 0.5421840698120284]","[0.637931033123131, 0.758620688748754, 0.6982758477928755, 0.4368932071887739]","[0.7256637246645916, 0.7433628393655696, 0.7610619540665475, 0.6931216949142808]","[0.5426356442674869, 0.5658914738015636, 0.782945740963416, 0.954545460517313]"
"[0.239630618203355, 0.0, 0.2037222702202555, 0.3524485879815471]","[0.2913360023278448, 0.2783638260939365, 0.5394197100303928, 0.4514180192135438]","[0.1111332022214547, 0.5074700975755234, 0.5421840698120284, 0.5553122748321907]","[0.758620688748754, 0.6982758477928755, 0.4368932071887739, 0.300970877379102]","[0.7433628393655696, 0.7610619540665475, 0.6931216949142808, 0.682539685228564]","[0.5658914738015636, 0.782945740963416, 0.954545460517313, 0.9772727360336404]"
"[0.0, 0.2037222702202555, 0.3524485879815471, 1.0]","[0.2783638260939365, 0.5394197100303928, 0.4514180192135438, 0.7610590825889045]","[0.5074700975755234, 0.5421840698120284, 0.5553122748321907, 0.7639103668839514]","[0.6982758477928755, 0.4368932071887739, 0.300970877379102, 0.7669902875257338]","[0.7610619540665475, 0.6931216949142808, 0.682539685228564, 0.8042328046809512]","[0.782945740963416, 0.954545460517313, 0.9772727360336404, 1.0]"
"[0.2037222702202555, 0.3524485879815471, 1.0, 0.4640350630635941]","[0.5394197100303928, 0.4514180192135438, 0.7610590825889045, 0.6911266925669405]","[0.5421840698120284, 0.5553122748321907, 0.7639103668839514, 0.3811882961196344]","[0.4368932071887739, 0.300970877379102, 0.7669902875257338, 0.4563106807613126]","[0.6931216949142808, 0.682539685228564, 0.8042328046809512, 0.7883597861190538]","[0.954545460517313, 0.9772727360336404, 1.0, 0.8939393972862597]"
"[0.3524485879815471, 1.0, 0.4640350630635941, 0.4564941263202718]","[0.4514180192135438, 0.7610590825889045, 0.6911266925669405, 0.5188509543061197]","[0.5553122748321907, 0.7639103668839514, 0.3811882961196344, 0.5888983579341235]","[0.300970877379102, 0.7669902875257338, 0.4563106807613126, 0.5145631014789289]","[0.682539685228564, 0.8042328046809512, 0.7883597861190538, 0.6137566101714385]","[0.9772727360336404, 1.0, 0.8939393972862597, 0.6060606149855813]"
"[1.0, 0.4640350630635941, 0.4564941263202718, 0.5124161179033028]","[0.7610590825889045, 0.6911266925669405, 0.5188509543061197, 0.3477219202272469]","[0.7639103668839514, 0.3811882961196344, 0.5888983579341235, 0.5904474071202538]","[0.7669902875257338, 0.4563106807613126, 0.5145631014789289, 0.6116504841435233]","[0.8042328046809512, 0.7883597861190538, 0.6137566101714385, 0.6772486763523834]","[1.0, 0.8939393972862597, 0.6060606149855813, 0.3560606110152798]"
"[0.4640350630635941, 0.4564941263202718, 0.5124161179033028, 0.4610528100256036]","[0.6911266925669405, 0.5188509543061197, 0.3477219202272469, 0.3801658904666862]","[0.3811882961196344, 0.5888983579341235, 0.5904474071202538, 0.8153286870636222]","[0.4563106807613126, 0.5145631014789289, 0.6116504841435233, 0.6504854460905013]","[0.7883597861190538, 0.6137566101714385, 0.6772486763523834, 0.851851856333321]","[0.8939393972862597, 0.6060606149855813, 0.3560606110152798, 0.1969697350977162]"
"[0.4564941263202718, 0.5124161179033028, 0.4610528100256036, 0.5314509311224281]","[0.5188509543061197, 0.3477219202272469, 0.3801658904666862, 0.5531215634650096]","[0.5888983579341235, 0.5904474071202538, 0.8153286870636222, 0.5827311301475204]","[0.5145631014789289, 0.6116504841435233, 0.6504854460905013, 0.5922330105709845]","[0.6137566101714385, 0.6772486763523834, 0.851851856333321, 0.8201058232428485]","[0.6060606149855813, 0.3560606110152798, 0.1969697350977162, 0.1590909221174354]"
"[0.5124161179033028, 0.4610528100256036, 0.5314509311224281, 0.3116697560662934]","[0.3477219202272469, 0.3801658904666862, 0.5531215634650096, 0.0]","[0.5904474071202538, 0.8153286870636222, 0.5827311301475204, 0.8210619071897793]","[0.6116504841435233, 0.6504854460905013, 0.5922330105709845, 0.0]","[0.6772486763523834, 0.851851856333321, 0.8201058232428485, 0.8571428571428571]","[0.3560606110152798, 0.1969697350977162, 0.1590909221174354, 0.0]"
"[0.4610528100256036, 0.5314509311224281, 0.3116697560662934, 0.6550557968798428]","[0.3801658904666862, 0.5531215634650096, 0.0, 0.6464731993415117]","[0.8153286870636222, 0.5827311301475204, 0.8210619071897793, 0.7851556739127686]","[0.6504854460905013, 0.5922330105709845, 0.0, 1.0]","[0.851851856333321, 0.8201058232428485, 0.8571428571428571, 0.9947089911238194]","[0.1969697350977162, 0.1590909221174354, 0.0, 0.0681818633645054]"
"[0.5314509311224281, 0.3116697560662934, 0.6550557968798428, 0.6705878452242624]","[0.5531215634650096, 0.0, 0.6464731993415117, 0.3065535776925832]","[0.5827311301475204, 0.8210619071897793, 0.7851556739127686, 0.4904997619278367]","[0.5922330105709845, 0.0, 1.0, 0.5145631014789289]","[0.8201058232428485, 0.8571428571428571, 0.9947089911238194, 0.7513227552440368]","[0.1590909221174354, 0.0, 0.0681818633645054, 0.1666666847134916]"
"[0.3116697560662934, 0.6550557968798428, 0.6705878452242624, 0.4654266952386861]","[0.0, 0.6464731993415117, 0.3065535776925832, 0.1719335308900513]","[0.8210619071897793, 0.7851556739127686, 0.4904997619278367, 0.7720780328918815]","[0.0, 1.0, 0.5145631014789289, 0.300970877379102]","[0.8571428571428571, 0.9947089911238194, 0.7513227552440368, 0.7513227552440368]","[0.0, 0.0681818633645054, 0.1666666847134916, 0.136363634329267]"
"[0.6550557968798428, 0.6705878452242624, 0.4654266952386861, 0.4265306566743433]","[0.6464731993415117, 0.3065535776925832, 0.1719335308900513, 0.1669623866939163]","[0.7851556739127686, 0.4904997619278367, 0.7720780328918815, 0.5455908192631983]","[1.0, 0.5145631014789289, 0.300970877379102, 0.7475727991512946]","[0.9947089911238194, 0.7513227552440368, 0.7513227552440368, 0.8624338660190377]","[0.0681818633645054, 0.1666666847134916, 0.136363634329267, 0.136363634329267]"
"[0.6705878452242624, 0.4654266952386861, 0.4265306566743433, 0.6246697368428233]","[0.3065535776925832, 0.1719335308900513, 0.1669623866939163, 0.2981277454514789]","[0.4904997619278367, 0.7720780328918815, 0.5455908192631983, 1.0]","[0.5145631014789289, 0.300970877379102, 0.7475727991512946, 0.5922330105709845]","[0.7513227552440368, 0.7513227552440368, 0.8624338660190377, 0.8306878288952431]","[0.1666666847134916, 0.136363634329267, 0.136363634329267, 0.136363634329267]"
"[0.4654266952386861, 0.4265306566743433, 0.6246697368428233, 0.6260791446635253]","[0.1719335308900513, 0.1669623866939163, 0.2981277454514789, 0.3278525821344113]","[0.7720780328918815, 0.5455908192631983, 1.0, 0.5732329989086603]","[0.300970877379102, 0.7475727991512946, 0.5922330105709845, 0.4951456279063901]","[0.7513227552440368, 0.8624338660190377, 0.8306878288952431, 1.0]","[0.136363634329267, 0.136363634329267, 0.136363634329267, 0.1893939725016601]"
"[0.4265306566743433, 0.6246697368428233, 0.6260791446635253, 0.5993018666353269]","[0.1669623866939163, 0.2981277454514789, 0.3278525821344113, 1.0]","[0.5455908192631983, 1.0, 0.5732329989086603, 0.7010393008684367]","[0.7475727991512946, 0.5922330105709845, 0.4951456279063901, 0.7864077759001732]","[0.8624338660190377, 0.8306878288952431, 1.0, 0.9365079418856994]","[0.136363634329267, 0.136363634329267, 0.1893939725016601, 0.1212121091371546]"
"[0.6246697368428233, 0.6260791446635253, 0.5993018666353269, 0.3358300952095416]","[0.2981277454514789, 0.3278525821344113, 1.0, 0.532207063342879]","[1.0, 0.5732329989086603, 0.7010393008684367, 0.4789169191355241]","[0.5922330105709845, 0.4951456279063901, 0.7864077759001732, 0.5631067928112261]","[0.8306878288952431, 1.0, 0.9365079418856994, 0.915343922514266]","[0.136363634329267, 0.1893939725016601, 0.1212121091371546, 0.1287878717332108]"
"[0.6260791446635253, 0.5993018666353269, 0.3358300952095416, 0.6310154831406832]","[0.3278525821344113, 1.0, 0.532207063342879, 0.1243747530897184]","[0.5732329989086603, 0.7010393008684367, 0.4789169191355241, 0.5892517792207245]","[0.4951456279063901, 0.7864077759001732, 0.5631067928112261, 0.3203883583525911]","[1.0, 0.9365079418856994, 0.915343922514266, 0.9312169330095188]","[0.1893939725016601, 0.1212121091371546, 0.1287878717332108, 0.0606061007684492]"
"[0.5993018666353269, 0.3358300952095416, 0.6310154831406832, 0.7928358796547708]","[1.0, 0.532207063342879, 0.1243747530897184, 0.3140335646775025]","[0.7010393008684367, 0.4789169191355241, 0.5892517792207245, 0.6971058430914829]","[0.7864077759001732, 0.5631067928112261, 0.3203883583525911, 0.8058252346708114]","[0.9365079418856994, 0.915343922514266, 0.9312169330095188, 0.94179895076188]","[0.1212121091371546, 0.1287878717332108, 0.0606061007684492, 0.0303030503842246]"
